date,state,district,market,commodity,variety,min_price,max_price,modal_price,unit
2024-08-23,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5941.8,7919.89,6772.58,Quintal
2024-08-24,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6242.28,8595.24,7167.57,Quintal
2024-08-25,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6669.71,8335.71,7192.24,Quintal
2024-08-26,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6334.08,7909.38,6919.53,Quintal
2024-08-27,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5368.79,6196.18,5832.48,Quintal
2024-08-28,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5606.9,6885.84,6400.11,Quintal
2024-08-29,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5210.82,6664.88,6031.79,Quintal
2024-08-30,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6234.81,7687.78,6600.16,Quintal
2024-08-31,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6430.23,7494.94,6966.02,Quintal
2024-09-01,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6941.21,8507.0,7320.05,Quintal
2024-09-02,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6817.9,8846.54,7512.2,Quintal
2024-09-03,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5466.88,7371.52,6345.45,Quintal
2024-09-04,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5956.92,7772.01,6791.97,Quintal
2024-09-05,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5788.74,7078.81,6640.64,Quintal
2024-09-06,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6076.86,7458.95,7041.17,Quintal
2024-09-07,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6021.71,7891.52,6826.67,Quintal
2024-09-08,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6194.57,7719.65,6610.9,Quintal
2024-09-09,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5580.85,6692.49,6059.71,Quintal
2024-09-10,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5626.43,7709.11,6553.3,Quintal
2024-09-11,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5741.98,7262.57,6127.1,Quintal
2024-09-12,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5657.32,7061.08,6400.43,Quintal
2024-09-13,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6336.25,8427.97,7399.44,Quintal
2024-09-14,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6656.65,7670.92,7041.97,Quintal
2024-09-15,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6350.68,8434.67,7267.25,Quintal
2024-09-16,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5627.13,6579.41,6052.36,Quintal
2024-09-17,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6044.87,7336.58,6823.74,Quintal
2024-09-18,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5834.27,7715.96,6790.39,Quintal
2024-09-19,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6308.9,7720.98,7185.92,Quintal
2024-09-20,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5127.71,6391.17,5708.82,Quintal
2024-09-21,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6403.55,8024.69,7033.86,Quintal
2024-09-22,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5924.88,8236.8,6867.02,Quintal
2024-09-23,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5825.44,7353.89,6534.94,Quintal
2024-09-24,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5922.86,7084.22,6564.84,Quintal
2024-09-25,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5864.76,7195.46,6769.34,Quintal
2024-09-26,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6203.58,7326.07,6715.12,Quintal
2024-09-27,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6428.77,8542.66,7287.27,Quintal
2024-09-28,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6465.46,8432.62,7144.17,Quintal
2024-09-29,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6006.86,7660.2,7050.18,Quintal
2024-09-30,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5579.52,7250.85,6495.36,Quintal
2024-10-01,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5977.87,7027.1,6393.63,Quintal
2024-10-02,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6114.49,8192.26,6917.18,Quintal
2024-10-03,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6261.09,8544.73,7166.47,Quintal
2024-10-04,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5927.46,7602.51,6531.94,Quintal
2024-10-05,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6351.82,7983.19,6756.51,Quintal
2024-10-06,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5540.37,7101.8,6482.38,Quintal
2024-10-07,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5388.96,6292.05,5838.53,Quintal
2024-10-08,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5620.6,7303.15,6353.37,Quintal
2024-10-09,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6845.24,7723.29,7235.06,Quintal
2024-10-10,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6044.85,7118.63,6563.67,Quintal
2024-10-11,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5630.79,7158.97,6520.21,Quintal
2024-10-12,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5975.84,8008.37,6758.48,Quintal
2024-10-13,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5551.47,6904.87,6288.73,Quintal
2024-10-14,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5842.98,7619.05,6619.82,Quintal
2024-10-15,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,4781.08,5822.59,5527.84,Quintal
2024-10-16,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5953.86,7280.25,6828.73,Quintal
2024-10-17,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6026.1,7237.47,6532.91,Quintal
2024-10-18,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5871.7,8026.13,6848.76,Quintal
2024-10-19,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5858.91,6590.57,6236.41,Quintal
2024-10-20,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6195.4,8278.8,7119.67,Quintal
2024-10-21,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5162.92,7107.65,6030.02,Quintal
2024-10-22,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6137.46,7516.15,6963.55,Quintal
2024-10-23,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5983.19,8157.79,7003.17,Quintal
2024-10-24,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6119.83,7513.25,6745.49,Quintal
2024-10-25,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6218.94,7600.13,6606.84,Quintal
2024-10-26,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6036.48,7672.17,6753.74,Quintal
2024-10-27,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6928.21,8193.52,7354.87,Quintal
2024-10-28,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6014.03,7837.43,6839.25,Quintal
2024-10-29,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6556.02,7885.97,7349.8,Quintal
2024-10-30,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5456.01,7017.46,6082.89,Quintal
2024-10-31,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5899.79,7572.52,6808.57,Quintal
2024-11-01,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6972.89,8349.25,7508.8,Quintal
2024-11-02,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6158.57,8239.09,7045.44,Quintal
2024-11-03,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6789.72,8927.77,7909.55,Quintal
2024-11-04,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5855.77,7388.72,6360.2,Quintal
2024-11-05,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7917.13,9535.72,8579.66,Quintal
2024-11-06,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6500.53,8303.35,7286.31,Quintal
2024-11-07,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7281.99,8316.48,7708.05,Quintal
2024-11-08,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6000.97,7033.63,6575.43,Quintal
2024-11-09,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6304.34,7890.43,6719.36,Quintal
2024-11-10,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6603.08,8222.3,7000.01,Quintal
2024-11-11,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6849.95,8793.57,7611.63,Quintal
2024-11-12,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6768.65,8579.16,7664.66,Quintal
2024-11-13,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6496.98,8358.57,7573.89,Quintal
2024-11-14,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6764.13,8101.16,7147.93,Quintal
2024-11-15,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6558.61,7762.76,7202.02,Quintal
2024-11-16,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6225.61,8151.73,7086.89,Quintal
2024-11-17,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6566.77,7881.91,7453.5,Quintal
2024-11-18,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5725.17,7095.15,6685.85,Quintal
2024-11-19,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6451.98,7937.67,7372.21,Quintal
2024-11-20,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6339.34,7331.37,6813.06,Quintal
2024-11-21,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6888.41,8833.38,7659.85,Quintal
2024-11-22,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7325.69,8427.85,7772.77,Quintal
2024-11-23,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7292.27,9588.72,8108.18,Quintal
2024-11-24,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6823.42,8401.14,7789.4,Quintal
2024-11-25,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,5844.01,7449.76,6523.2,Quintal
2024-11-26,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6214.09,8126.72,6818.52,Quintal
2024-11-27,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6271.34,7979.94,6835.44,Quintal
2024-11-28,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6091.76,7967.01,6803.19,Quintal
2024-11-29,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6400.11,8410.83,7145.93,Quintal
2024-11-30,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6734.45,7571.02,7186.73,Quintal
2024-12-01,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6671.42,8155.61,7567.58,Quintal
2024-12-02,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6876.3,8736.71,7305.86,Quintal
2024-12-03,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6785.11,8183.58,7541.44,Quintal
2024-12-04,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6627.21,7600.27,7196.77,Quintal
2024-12-05,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6224.81,8307.32,7279.32,Quintal
2024-12-06,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7296.35,9629.57,8224.13,Quintal
2024-12-07,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7455.08,8795.77,8252.59,Quintal
2024-12-08,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7019.04,8371.84,7809.77,Quintal
2024-12-09,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6700.59,7815.38,7152.86,Quintal
2024-12-10,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7084.36,8400.44,7786.68,Quintal
2024-12-11,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7042.25,8536.44,8075.32,Quintal
2024-12-12,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6935.8,8211.35,7431.36,Quintal
2024-12-13,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6790.77,8188.26,7337.7,Quintal
2024-12-14,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7458.22,9587.4,8176.23,Quintal
2024-12-15,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7227.41,8794.54,7897.45,Quintal
2024-12-16,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7113.07,8462.82,7699.76,Quintal
2024-12-17,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7191.79,8985.48,7710.56,Quintal
2024-12-18,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6680.07,8888.28,7603.78,Quintal
2024-12-19,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7801.9,9646.17,8266.7,Quintal
2024-12-20,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6723.75,8082.93,7449.52,Quintal
2024-12-21,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7803.09,9288.95,8383.2,Quintal
2024-12-22,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7545.33,8901.45,8092.25,Quintal
2024-12-23,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7370.24,9417.31,8243.99,Quintal
2024-12-24,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7488.96,9460.95,8018.67,Quintal
2024-12-25,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8247.67,10870.02,9141.47,Quintal
2024-12-26,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6648.09,8152.02,7416.24,Quintal
2024-12-27,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7744.27,10204.82,8696.81,Quintal
2024-12-28,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7059.88,8863.85,8055.23,Quintal
2024-12-29,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8235.17,9290.8,8814.02,Quintal
2024-12-30,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7402.23,8779.33,8098.81,Quintal
2024-12-31,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,6993.71,9460.02,8021.1,Quintal
2025-01-01,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7195.21,9478.98,8065.92,Quintal
2025-01-02,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7871.54,9951.6,8490.49,Quintal
2025-01-03,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7740.08,9414.26,8769.69,Quintal
2025-01-04,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7859.01,9651.47,8534.3,Quintal
2025-01-05,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7716.95,8901.56,8429.36,Quintal
2025-01-06,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7737.83,9832.77,8494.17,Quintal
2025-01-07,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7014.79,9119.89,7761.75,Quintal
2025-01-08,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7189.27,8863.77,8147.82,Quintal
2025-01-09,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7579.31,10520.87,8783.97,Quintal
2025-01-10,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8210.19,10142.03,9014.2,Quintal
2025-01-11,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7917.08,9895.17,9054.34,Quintal
2025-01-12,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7522.77,10154.36,8724.67,Quintal
2025-01-13,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7888.35,10384.01,9047.86,Quintal
2025-01-14,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8405.98,10013.04,9072.39,Quintal
2025-01-15,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7726.99,8805.69,8346.16,Quintal
2025-01-16,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8282.01,10938.43,9150.21,Quintal
2025-01-17,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7974.78,9658.94,8507.94,Quintal
2025-01-18,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7879.44,9461.57,8868.15,Quintal
2025-01-19,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7935.17,9961.13,9034.77,Quintal
2025-01-20,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7737.24,10059.13,8821.7,Quintal
2025-01-21,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8197.74,9994.14,9187.09,Quintal
2025-01-22,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8252.72,9534.06,8702.27,Quintal
2025-01-23,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8521.82,10176.26,9031.36,Quintal
2025-01-24,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7451.74,9695.42,8764.15,Quintal
2025-01-25,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8369.01,10051.85,9008.59,Quintal
2025-01-26,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7872.5,9990.71,8813.89,Quintal
2025-01-27,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8086.53,10771.05,9180.52,Quintal
2025-01-28,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8106.49,9791.88,8941.71,Quintal
2025-01-29,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7807.54,9282.6,8558.38,Quintal
2025-01-30,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7989.63,9636.72,8481.26,Quintal
2025-01-31,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8055.0,10524.93,9435.83,Quintal
2025-02-01,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7836.33,10116.68,9093.43,Quintal
2025-02-02,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8806.48,10510.14,9534.17,Quintal
2025-02-03,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8826.37,10807.17,9345.61,Quintal
2025-02-04,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7825.42,9442.17,8308.4,Quintal
2025-02-05,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7705.37,9311.64,8369.6,Quintal
2025-02-06,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8672.77,10714.53,9522.33,Quintal
2025-02-07,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8166.32,9677.5,8950.35,Quintal
2025-02-08,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8279.35,10888.47,9296.37,Quintal
2025-02-09,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8935.98,11123.78,9825.03,Quintal
2025-02-10,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8193.17,9600.15,9088.44,Quintal
2025-02-11,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8130.95,9973.31,9488.34,Quintal
2025-02-12,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8247.2,10821.55,9195.68,Quintal
2025-02-13,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8835.95,11071.8,9699.98,Quintal
2025-02-14,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8512.78,10392.87,9823.39,Quintal
2025-02-15,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8139.15,10208.68,9364.38,Quintal
2025-02-16,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8779.02,11595.81,10070.19,Quintal
2025-02-17,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7478.48,9332.34,8704.89,Quintal
2025-02-18,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9027.19,11528.65,9644.88,Quintal
2025-02-19,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8614.03,10838.73,9413.75,Quintal
2025-02-20,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8732.39,11427.19,10098.61,Quintal
2025-02-21,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9072.28,11397.75,10209.55,Quintal
2025-02-22,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8204.93,9812.38,9261.18,Quintal
2025-02-23,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9323.79,10502.22,9835.57,Quintal
2025-02-24,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8562.85,10203.17,9532.59,Quintal
2025-02-25,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8265.09,9929.94,9303.1,Quintal
2025-02-26,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9158.64,11500.77,10079.98,Quintal
2025-02-27,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8277.11,10479.68,9513.28,Quintal
2025-02-28,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9057.63,10648.4,9700.64,Quintal
2025-03-01,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9099.25,11969.97,10294.62,Quintal
2025-03-02,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9129.62,10241.67,9637.65,Quintal
2025-03-03,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8336.56,11084.85,9729.31,Quintal
2025-03-04,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8544.41,10263.68,9386.47,Quintal
2025-03-05,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8573.81,10781.11,9597.97,Quintal
2025-03-06,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8669.42,11235.87,9712.21,Quintal
2025-03-07,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8698.53,10250.89,9511.09,Quintal
2025-03-08,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8365.34,11070.78,9638.65,Quintal
2025-03-09,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9193.75,11114.66,9683.31,Quintal
2025-03-10,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7861.25,10585.6,8920.49,Quintal
2025-03-11,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9776.54,11610.39,10324.79,Quintal
2025-03-12,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8724.85,11773.05,10107.03,Quintal
2025-03-13,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8840.35,10138.48,9486.43,Quintal
2025-03-14,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8646.85,11243.99,9886.55,Quintal
2025-03-15,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9172.64,11115.15,10283.31,Quintal
2025-03-16,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9277.27,11906.68,10824.13,Quintal
2025-03-17,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,7864.57,10732.78,9233.1,Quintal
2025-03-18,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8939.67,9949.55,9445.24,Quintal
2025-03-19,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8940.89,11473.26,9836.01,Quintal
2025-03-20,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8134.81,10798.6,9520.12,Quintal
2025-03-21,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9865.91,12910.97,11073.62,Quintal
2025-03-22,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9213.88,11461.29,10712.06,Quintal
2025-03-23,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8428.38,10309.78,9755.39,Quintal
2025-03-24,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9304.6,11604.63,10213.15,Quintal
2025-03-25,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8990.59,10781.58,9793.01,Quintal
2025-03-26,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8489.35,9899.63,9215.42,Quintal
2025-03-27,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8044.54,10767.25,9449.68,Quintal
2025-03-28,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9307.17,11539.24,10026.12,Quintal
2025-03-29,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,9261.72,11917.66,10293.74,Quintal
2025-03-30,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8764.74,10748.05,9919.21,Quintal
2025-03-31,Maharashtra,Nashik,Nashik Main Mandi,Chili,Local / Hybrid,8856.53,11701.23,9893.16,Quintal
